state,year,crime_count,population,literacy_rate,urban_population_pct,latitude,longitude
Mizoram,2013,3300,1154284,94.92,52.48,23.1645,92.9376
Mizoram,2014,3405,1179678,95.43,52.72,23.1645,92.9376
Mizoram,2015,3441,1205631,95.94,52.96,23.1645,92.9376
Mizoram,2016,3511,1232155,96.0,53.2,23.1645,92.9376
Mizoram,2017,3712,1259262,96.0,53.44,23.1645,92.9376
Mizoram,2018,3563,1286966,96.0,53.68,23.1645,92.9376
Mizoram,2019,3507,1315279,96.0,53.92,23.1645,92.9376
Mizoram,2020,3420,1344215,96.0,54.16,23.1645,92.9376
Mizoram,2021,3223,1373788,96.0,54.4,23.1645,92.9376
Mizoram,2022,3207,1404011,96.0,54.64,23.1645,92.9376
Mizoram,2023,3333,1434899,96.0,54.88,23.1645,92.9376
Nagaland,2001,2314,1990000,66.6,17.2,26.1584,94.5624
Nagaland,2002,2392,2013880,67.14,17.5,26.1584,94.5624
Nagaland,2003,2537,2038047,67.68,17.8,26.1584,94.5624
Nagaland,2004,2699,2062503,68.22,18.1,26.1584,94.5624
Nagaland,2005,2729,2087253,68.76,18.4,26.1584,94.5624
Nagaland,2006,2877,2112300,69.3,18.7,26.1584,94.5624
Nagaland,2007,2898,2137648,69.84,19.0,26.1584,94.5624
Nagaland,2008,2821,2163300,70.38,19.3,26.1584,94.5624
Nagaland,2009,2766,2189259,70.92,19.6,26.1584,94.5624
Nagaland,2010,2632,2215530,71.46,19.9,26.1584,94.5624
Nagaland,2011,2565,2242117,72.0,20.2,26.1584,94.5624
Nagaland,2012,2555,2269022,72.54,20.5,26.1584,94.5624
Nagaland,2013,2660,2296250,73.08,20.8,26.1584,94.5624
Nagaland,2014,2868,2323805,73.62,21.1,26.1584,94.5624
Nagaland,2015,2802,2351691,74.16,21.4,26.1584,94.5624
Nagaland,2016,2917,2379911,74.7,21.7,26.1584,94.5624
Nagaland,2017,2899,2408470,75.24,22.0,26.1584,94.5624
Nagaland,2018,3030,2437372,75.78,22.3,26.1584,94.5624
Nagaland,2019,3098,2466620,76.32,22.6,26.1584,94.5624
Nagaland,2020,2975,2496220,76.86,22.9,26.1584,94.5624
Nagaland,2021,3124,2526174,77.4,23.2,26.1584,94.5624
Nagaland,2022,3101,2556488,77.94,23.5,26.1584,94.5624
Nagaland,2023,3071,2587166,78.48,23.8,26.1584,94.5624
Odisha,2001,65561,36700000,63.1,15.0,20.9517,85.0985
Odisha,2002,65611,37213800,63.67,15.36,20.9517,85.0985
Odisha,2003,67801,37734793,64.24,15.72,20.9517,85.0985
Odisha,2004,68273,38263080,64.81,16.08,20.9517,85.0985
Odisha,2005,69616,38798763,65.38,16.44,20.9517,85.0985
Odisha,2006,70771,39341946,65.95,16.8,20.9517,85.0985
Odisha,2007,74040,39892733,66.52,17.16,20.9517,85.0985
Odisha,2008,73212,40451232,67.09,17.52,20.9517,85.0985
Odisha,2009,69648,41017549,67.66,17.88,20.9517,85.0985
Odisha,2010,72456,41591795,68.23,18.24,20.9517,85.0985
Odisha,2011,72255,42174080,68.8,18.6,20.9517,85.0985
Odisha,2012,76019,42764517,69.37,18.96,20.9517,85.0985
Odisha,2013,78506,43363220,69.94,19.32,20.9517,85.0985
Odisha,2014,80068,43970305,70.51,19.68,20.9517,85.0985
Odisha,2015,83279,44585889,71.08,20.04,20.9517,85.0985
Odisha,2016,91412,45210092,71.65,20.4,20.9517,85.0985
Odisha,2017,100717,45843033,72.22,20.76,20.9517,85.0985
Odisha,2018,103689,46484836,72.79,21.12,20.9517,85.0985
Odisha,2019,106681,47135623,73.36,21.48,20.9517,85.0985
Odisha,2020,112622,47795522,73.93,21.84,20.9517,85.0985
Odisha,2021,110837,48464659,74.5,22.2,20.9517,85.0985
Odisha,2022,113019,49143165,75.07,22.56,20.9517,85.0985
Odisha,2023,113387,49831169,75.64,22.92,20.9517,85.0985
Punjab,2001,44436,24360000,69.7,34.0,31.1471,75.3412
Punjab,2002,43990,24749760,70.15,34.18,31.1471,75.3412
Punjab,2003,42187,25145756,70.6,34.36,31.1471,75.3412
Punjab,2004,39569,25548088,71.05,34.54,31.1471,75.3412
Punjab,2005,38246,25956858,71.5,34.72,31.1471,75.3412
Punjab,2006,37716,26372167,71.95,34.9,31.1471,75.3412
Punjab,2007,37364,26794122,72.4,35.08,31.1471,75.3412
Punjab,2008,39854,27222828,72.85,35.26,31.1471,75.3412
Punjab,2009,41511,27658393,73.3,35.44,31.1471,75.3412
Punjab,2010,40512,28100928,73.75,35.62,31.1471,75.3412
Punjab,2011,41558,28550542,74.2,35.8,31.1471,75.3412
Punjab,2012,41789,29007351,74.65,35.98,31.1471,75.3412
Punjab,2013,42400,29471469,75.1,36.16,31.1471,75.3412
Punjab,2014,43857,29943012,75.55,36.34,31.1471,75.3412
Punjab,2015,46098,30422100,76.0,36.52,31.1471,75.3412
Punjab,2016,46906,30908854,76.45,36.7,31.1471,75.3412
Punjab,2017,49901,31403396,76.9,36.88,31.1471,75.3412
Punjab,2018,49096,31905850,77.35,37.06,31.1471,75.3412
Punjab,2019,50014,32416344,77.8,37.24,31.1471,75.3412
Punjab,2020,55116,32935005,78.25,37.42,31.1471,75.3412
Punjab,2021,55995,33461965,78.7,37.6,31.1471,75.3412
Punjab,2022,58953,33997357,79.15,37.78,31.1471,75.3412
Punjab,2023,59222,34541314,79.6,37.96,31.1471,75.3412
Rajasthan,2001,118253,56510000,60.4,23.4,27.0238,74.2179
Rajasthan,2002,119620,57527180,60.88,23.64,27.0238,74.2179
Rajasthan,2003,119942,58562669,61.36,23.88,27.0238,74.2179
Rajasthan,2004,117282,59616797,61.84,24.12,27.0238,74.2179
Rajasthan,2005,119174,60689900,62.32,24.36,27.0238,74.2179
Rajasthan,2006,115792,61782318,62.8,24.6,27.0238,74.2179
Rajasthan,2007,118562,62894400,63.28,24.84,27.0238,74.2179
Rajasthan,2008,123430,64026499,63.76,25.08,27.0238,74.2179
Rajasthan,2009,126036,65178976,64.24,25.32,27.0238,74.2179
Rajasthan,2010,126560,66352197,64.72,25.56,27.0238,74.2179
Rajasthan,2011,131022,67546537,65.2,25.8,27.0238,74.2179
Rajasthan,2012,132831,68762374,65.68,26.04,27.0238,74.2179
Rajasthan,2013,140886,70000097,66.16,26.28,27.0238,74.2179
Rajasthan,2014,136073,71260099,66.64,26.52,27.0238,74.2179
Rajasthan,2015,138481,72542781,67.12,26.76,27.0238,74.2179
Rajasthan,2016,132651,73848551,67.6,27.0,27.0238,74.2179
Rajasthan,2017,128883,75177825,68.08,27.24,27.0238,74.2179
Rajasthan,2018,137320,76531026,68.56,27.48,27.0238,74.2179
Rajasthan,2019,143363,77908584,69.04,27.72,27.0238,74.2179
Rajasthan,2020,141046,79310939,69.52,27.96,27.0238,74.2179
Rajasthan,2021,134455,80738535,70.0,28.2,27.0238,74.2179
Rajasthan,2022,121188,82191829,70.48,28.44,27.0238,74.2179
Rajasthan,2023,119040,83671282,70.96,28.68,27.0238,74.2179
Sikkim,2001,1161,541000,68.8,11.1,27.533,88.5122
Sikkim,2002,1188,551820,69.31,11.4,27.533,88.5122
Sikkim,2003,1170,562856,69.82,11.7,27.533,88.5122
Sikkim,2004,1191,574114,70.33,12.0,27.533,88.5122
Sikkim,2005,1128,585596,70.84,12.3,27.533,88.5122
Sikkim,2006,1119,597308,71.35,12.6,27.533,88.5122
Sikkim,2007,1127,609254,71.86,12.9,27.533,88.5122
Sikkim,2008,1133,621439,72.37,13.2,27.533,88.5122
Sikkim,2009,1180,633868,72.88,13.5,27.533,88.5122
Sikkim,2010,1217,646545,73.39,13.8,27.533,88.5122
Sikkim,2011,1275,659476,73.9,14.1,27.533,88.5122
Sikkim,2012,1281,672666,74.41,14.4,27.533,88.5122
Sikkim,2013,1359,686119,74.92,14.7,27.533,88.5122
Sikkim,2014,1476,699841,75.43,15.0,27.533,88.5122
Sikkim,2015,1466,713838,75.94,15.3,27.533,88.5122
Sikkim,2016,1455,728115,76.45,15.6,27.533,88.5122
Sikkim,2017,1550,742677,76.96,15.9,27.533,88.5122
Sikkim,2018,1560,757531,77.47,16.2,27.533,88.5122
Sikkim,2019,1648,772681,77.98,16.5,27.533,88.5122
Sikkim,2020,1630,788135,78.49,16.8,27.533,88.5122
Sikkim,2021,1713,803898,79.0,17.1,27.533,88.5122
Sikkim,2022,1722,819975,79.51,17.4,27.533,88.5122
Sikkim,2023,1739,836375,80.02,17.7,27.533,88.5122
Tamil Nadu,2001,167691,62110000,73.5,44.0,11.1271,78.6569
Tamil Nadu,2002,166347,63476420,74.04,44.36,11.1271,78.6569
Tamil Nadu,2003,161266,64872901,74.58,44.72,11.1271,78.6569
Tamil Nadu,2004,158880,66300105,75.12,45.08,11.1271,78.6569
Tamil Nadu,2005,161541,67758707,75.66,45.44,11.1271,78.6569
Tamil Nadu,2006,153591,69249399,76.2,45.8,11.1271,78.6569
Tamil Nadu,2007,158268,70772886,76.74,46.16,11.1271,78.6569
Tamil Nadu,2008,157556,72329889,77.28,46.52,11.1271,78.6569
Tamil Nadu,2009,166908,73921147,77.82,46.88,11.1271,78.6569
Tamil Nadu,2010,157113,75547412,78.36,47.24,11.1271,78.6569
Tamil Nadu,2011,157227,77209455,78.9,47.6,11.1271,78.6569
Tamil Nadu,2012,152661,78908063,79.44,47.96,11.1271,78.6569
Tamil Nadu,2013,152762,80644040,79.98,48.32,11.1271,78.6569
Tamil Nadu,2014,158234,82418209,80.52,48.68,11.1271,78.6569
Tamil Nadu,2015,160955,84231410,81.06,49.04,11.1271,78.6569
Tamil Nadu,2016,162544,86084501,81.6,49.4,11.1271,78.6569
Tamil Nadu,2017,163837,87978360,82.14,49.76,11.1271,78.6569
Tamil Nadu,2018,166358,89913884,82.68,50.12,11.1271,78.6569
Tamil Nadu,2019,161379,91891989,83.22,50.48,11.1271,78.6569
Tamil Nadu,2020,165494,93913613,83.76,50.84,11.1271,78.6569
Tamil Nadu,2021,169297,95979713,84.3,51.2,11.1271,78.6569
Tamil Nadu,2022,171764,98091266,84.84,51.56,11.1271,78.6569
Tamil Nadu,2023,175767,100249274,85.38,51.92,11.1271,78.6569
Telangana,2001,65939,30500000,66.5,38.7,18.1124,79.0193
Telangana,2002,70590,30866000,67.07,38.88,18.1124,79.0193
Telangana,2003,70405,31236392,67.64,39.06,18.1124,79.0193
Telangana,2004,69757,31611229,68.21,39.24,18.1124,79.0193
Telangana,2005,68249,31990563,68.78,39.42,18.1124,79.0193
Telangana,2006,66418,32374450,69.35,39.6,18.1124,79.0193
Telangana,2007,64499,32762944,69.92,39.78,18.1124,79.0193
Telangana,2008,63776,33156099,70.49,39.96,18.1124,79.0193
Telangana,2009,65176,33553972,71.06,40.14,18.1124,79.0193
Telangana,2010,67757,33956620,71.63,40.32,18.1124,79.0193
Telangana,2011,69887,34364099,72.2,40.5,18.1124,79.0193
Telangana,2012,70068,34776468,72.77,40.68,18.1124,79.0193
Telangana,2013,74158,35193786,73.34,40.86,18.1124,79.0193
Telangana,2014,77785,35616111,73.91,41.04,18.1124,79.0193
Telangana,2015,78790,36043505,74.48,41.22,18.1124,79.0193
Telangana,2016,78063,36476027,75.05,41.4,18.1124,79.0193
Telangana,2017,80172,36913739,75.62,41.58,18.1124,79.0193
Telangana,2018,81015,37356704,76.19,41.76,18.1124,79.0193
Telangana,2019,77139,37804985,76.76,41.94,18.1124,79.0193
Telangana,2020,76988,38258644,77.33,42.12,18.1124,79.0193
Telangana,2021,77774,38717748,77.9,42.3,18.1124,79.0193
Telangana,2022,75720,39182361,78.47,42.48,18.1124,79.0193
Telangana,2023,76867,39652549,79.04,42.66,18.1124,79.0193
Tripura,2001,4188,3199000,73.2,17.0,23.9408,91.9882
Tripura,2002,4378,3243786,73.65,17.24,23.9408,91.9882
Tripura,2003,4568,3289199,74.1,17.48,23.9408,91.9882
Tripura,2004,4548,3335248,74.55,17.72,23.9408,91.9882
Tripura,2005,4643,3381941,75.0,17.96,23.9408,91.9882
Tripura,2006,4326,3429288,75.45,18.2,23.9408,91.9882
Tripura,2007,4239,3477298,75.9,18.44,23.9408,91.9882
Tripura,2008,4300,3525981,76.35,18.68,23.9408,91.9882
Tripura,2009,4261,3575344,76.8,18.92,23.9408,91.9882
Tripura,2010,4491,3625399,77.25,19.16,23.9408,91.9882
Tripura,2011,4932,3676155,77.7,19.4,23.9408,91.9882
Tripura,2012,4864,3727621,78.15,19.64,23.9408,91.9882
Tripura,2013,4837,3779808,78.6,19.88,23.9408,91.9882
Tripura,2014,4965,3832725,79.05,20.12,23.9408,91.9882
Tripura,2015,5303,3886383,79.5,20.36,23.9408,91.9882
Tripura,2016,5128,3940792,79.95,20.6,23.9408,91.9882
Tripura,2017,5193,3995964,80.4,20.84,23.9408,91.9882
Tripura,2018,5518,4051907,80.85,21.08,23.9408,91.9882
Tripura,2019,5215,4108634,81.3,21.32,23.9408,91.9882
Tripura,2020,4998,4166155,81.75,21.56,23.9408,91.9882
Tripura,2021,4949,4224481,82.2,21.8,23.9408,91.9882
Tripura,2022,4905,4283624,82.65,22.04,23.9408,91.9882
Tripura,2023,5110,4343594,83.1,22.28,23.9408,91.9882
Uttar Pradesh,2001,244373,166200000,56.3,20.8,26.8467,80.9462
Uttar Pradesh,2002,230102,168859200,56.78,21.1,26.8467,80.9462
Uttar Pradesh,2003,235077,171560947,57.26,21.4,26.8467,80.9462
Uttar Pradesh,2004,232501,174305922,57.74,21.7,26.8467,80.9462
Uttar Pradesh,2005,245837,177094817,58.22,22.0,26.8467,80.9462
Uttar Pradesh,2006,245348,179928334,58.7,22.3,26.8467,80.9462
Uttar Pradesh,2007,245962,182807188,59.18,22.6,26.8467,80.9462
Uttar Pradesh,2008,257429,185732103,59.66,22.9,26.8467,80.9462
Uttar Pradesh,2009,271851,188703816,60.14,23.2,26.8467,80.9462
Uttar Pradesh,2010,284029,191723077,60.62,23.5,26.8467,80.9462
Uttar Pradesh,2011,275148,194790646,61.1,23.8,26.8467,80.9462
Uttar Pradesh,2012,286641,197907297,61.58,24.1,26.8467,80.9462
Uttar Pradesh,2013,281778,201073814,62.06,24.4,26.8467,80.9462
Uttar Pradesh,2014,287789,204290995,62.54,24.7,26.8467,80.9462
Uttar Pradesh,2015,276312,207559650,63.02,25.0,26.8467,80.9462
Uttar Pradesh,2016,281657,210880605,63.5,25.3,26.8467,80.9462
Uttar Pradesh,2017,274459,214254695,63.98,25.6,26.8467,80.9462
Uttar Pradesh,2018,262809,217682770,64.46,25.9,26.8467,80.9462
Uttar Pradesh,2019,269507,221165694,64.94,26.2,26.8467,80.9462
Uttar Pradesh,2020,272884,224704345,65.42,26.5,26.8467,80.9462
Uttar Pradesh,2021,269629,228299615,65.9,26.8,26.8467,80.9462
Uttar Pradesh,2022,286729,231952408,66.38,27.1,26.8467,80.9462
Uttar Pradesh,2023,288060,235663647,66.86,27.4,26.8467,80.9462
Uttarakhand,2001,16201,8489000,71.6,25.6,30.0668,79.0193
Uttarakhand,2002,16417,8641802,72.11,25.96,30.0668,79.0193
Uttarakhand,2003,16211,8797354,72.62,26.32,30.0668,79.0193
Uttarakhand,2004,16700,8955707,73.13,26.68,30.0668,79.0193
Uttarakhand,2005,16720,9116910,73.64,27.04,30.0668,79.0193
Uttarakhand,2006,16891,9281014,74.15,27.4,30.0668,79.0193
Uttarakhand,2007,18165,9448072,74.66,27.76,30.0668,79.0193
Uttarakhand,2008,18046,9618137,75.17,28.12,30.0668,79.0193
Uttarakhand,2009,17060,9791264,75.68,28.48,30.0668,79.0193
Uttarakhand,2010,18476,9967507,76.19,28.84,30.0668,79.0193
Uttarakhand,2011,20538,10146922,76.7,29.2,30.0668,79.0193
Uttarakhand,2012,20632,10329566,77.21,29.56,30.0668,79.0193
Uttarakhand,2013,19535,10515499,77.72,29.92,30.0668,79.0193
Uttarakhand,2014,19492,10704778,78.23,30.28,30.0668,79.0193
Uttarakhand,2015,19385,10897464,78.74,30.64,30.0668,79.0193
Uttarakhand,2016,19290,11093618,79.25,31.0,30.0668,79.0193
Uttarakhand,2017,18574,11293303,79.76,31.36,30.0668,79.0193
Uttarakhand,2018,18965,11496582,80.27,31.72,30.0668,79.0193
Uttarakhand,2019,19385,11703521,80.78,32.08,30.0668,79.0193
Uttarakhand,2020,18569,11914184,81.29,32.44,30.0668,79.0193
Uttarakhand,2021,19277,12128640,81.8,32.8,30.0668,79.0193
Uttarakhand,2022,21018,12346955,82.31,33.16,30.0668,79.0193
Uttarakhand,2023,21662,12569200,82.82,33.52,30.0668,79.0193
West Bengal,2001,140641,80220000,68.6,28.0,22.9868,87.855
West Bengal,2002,141177,81824400,69.14,28.18,22.9868,87.855
West Bengal,2003,146134,83460888,69.68,28.36,22.9868,87.855
West Bengal,2004,140287,85130106,70.22,28.54,22.9868,87.855
West Bengal,2005,144527,86832708,70.76,28.72,22.9868,87.855
West Bengal,2006,146626,88569362,71.3,28.9,22.9868,87.855
West Bengal,2007,160408,90340749,71.84,29.08,22.9868,87.855
West Bengal,2008,164154,92147564,72.38,29.26,22.9868,87.855
West Bengal,2009,178121,93990516,72.92,29.44,22.9868,87.855
West Bengal,2010,175474,95870326,73.46,29.62,22.9868,87.855
West Bengal,2011,182283,97787732,74.0,29.8,22.9868,87.855
West Bengal,2012,186717,99743487,74.54,29.98,22.9868,87.855
West Bengal,2013,182752,101738357,75.08,30.16,22.9868,87.855
West Bengal,2014,184638,103773124,75.62,30.34,22.9868,87.855
West Bengal,2015,192499,105848586,76.16,30.52,22.9868,87.855
West Bengal,2016,190493,107965558,76.7,30.7,22.9868,87.855
West Bengal,2017,179873,110124869,77.24,30.88,22.9868,87.855
West Bengal,2018,180558,112327367,77.78,31.06,22.9868,87.855
West Bengal,2019,176612,114573914,78.32,31.24,22.9868,87.855
West Bengal,2020,177063,116865392,78.86,31.42,22.9868,87.855
West Bengal,2021,180074,119202700,79.4,31.6,22.9868,87.855
West Bengal,2022,173917,121586754,79.94,31.78,22.9868,87.855
West Bengal,2023,169091,124018489,80.48,31.96,22.9868,87.855
